technique: CV
potential: 0.1
current: 1e-06
ref: RE
duration: 10000
dt: 1
dE: 1
dI: 0.001
scanRate: 0.025
ei: 0
e1: 0.35
e2: -0.2
ef: 0
cycle: 0
iRange: 12
eRange: 0
bandwith: 8

Time (s), E vs Ref (V), I (A), Cycle
0.20115000304940622,-0.010872133076190948,-0.0003902701719198376,0
0.40225500609813025,0.006729347165673971,-0.0002694281574804336,0
0.6033600091468543,0.011887679807841778,-0.00020148522162344307,0
0.8044650121955783,0.016969744116067886,-0.00015088764484971762,0
1.0055700152443023,0.022018440067768097,-0.00010959317296510562,0
1.2066750182930264,0.027098966762423515,-7.834646385163069e-05,0
1.4077800213417504,0.03329617157578468,-5.296885865391232e-05,0
1.6088850243904744,0.03696325048804283,-3.995800216216594e-05,0
1.8099900274391985,0.04207860305905342,-2.730691085162107e-05,0
2.0110950304879225,0.047184884548187256,-1.814763709262479e-05,0
2.2122000335366465,0.052234578877687454,-1.153759967564838e-05,0
2.4133050365853705,0.0573013499379158,-6.7451746872393414e-06,0
2.6144100396340946,0.06234550476074219,-3.2751672733866144e-06,0
2.8155150426828186,0.06736652553081512,-6.174328746055835e-07,0
3.0166200457315426,0.07240653038024902,1.7083846159948735e-06,0
3.2176800487795845,0.07741589844226837,4.190376785118133e-06,0
3.4187850518283085,0.08245064318180084,7.1284712248598225e-06,0
3.6198900548770325,0.08745236694812775,1.0596617357805371e-05,0
3.8209950579257566,0.09250897914171219,1.4465485037362669e-05,0
4.022100060974481,0.09750086069107056,1.8633503714227118e-05,0
4.223205064023205,0.10254202783107758,2.314677112735808e-05,0
4.424310067071929,0.10754243284463882,2.797497836581897e-05,0
4.625415070120653,0.11256968230009079,3.308606392238289e-05,0
4.826520073169377,0.11759254336357117,3.838141492451541e-05,0
5.027625076218101,0.1225973442196846,4.381178587209433e-05,0
5.228730079266825,0.12763090431690216,4.929289571009576e-05,0
5.429835082315549,0.13265368342399597,5.478434104588814e-05,0
5.630940085364273,0.13770276308059692,6.001927613397129e-05,0
5.832045088412997,0.14272946119308472,6.477086571976542e-05,0
6.033150091461721,0.14778554439544678,6.864604074507952e-05,0
6.234255094510445,0.15282870829105377,7.115842890925705e-05,0
6.435315097558487,0.1578776240348816,7.235942757688463e-05,0
6.636420100607211,0.1628326177597046,7.448488031513989e-05,0
6.837525103655935,0.16772723197937012,8.137335680657998e-05,0
7.038630106704659,0.17270788550376892,9.175827290164307e-05,0
7.239735109753383,0.17777027189731598,0.00010163839760934934,0
7.440840112802107,0.1834307163953781,0.00011079243995482102,0
7.641945115850831,0.1880573332309723,0.00011413107131375,0
7.843050118899555,0.1930900365114212,0.00011795548198278993,0
8.044155121948279,0.198092982172966,0.0001200604674522765,0
8.245260124997003,0.203141450881958,0.00012179577606730163,0
8.446365128045727,0.20815616846084595,0.00012360751861706376,0
8.647470131094451,0.2131781131029129,0.000125429782201536,0
8.848575134143175,0.21821996569633484,0.00012713739124592394,0
9.0496801371919,0.2232450544834137,0.00012830548803322017,0
9.250785140240623,0.22828590869903564,0.00012876625987701118,0
9.451845143288665,0.23330530524253845,0.00012825423618778586,0
9.652950146337389,0.23831963539123535,0.00012666807742789388,0
9.854055149386113,0.24334180355072021,0.00012398228864185512,0
10.055160152434837,0.24838581681251526,0.00012030384823447093,0
10.256265155483561,0.2534084618091583,0.00011582074512261897,0
10.457370158532285,0.2584613859653473,0.00011080231342930347,0
10.65847516158101,0.26349371671676636,0.00010554822074482217,0
10.859580164629733,0.2685369551181793,0.00010026030940935016,0
11.060685167678457,0.27355411648750305,9.519473678665236e-05,0
11.261790170727181,0.27859097719192505,9.044072066899389e-05,0
11.462895173775905,0.2835986316204071,8.601899025961757e-05,0
11.66400017682463,0.28862178325653076,8.201169111998752e-05,0
11.865105179873353,0.2936544120311737,7.838619785616174e-05,0
12.066210182922077,0.2986740469932556,7.509865827159956e-05,0
12.267315185970801,0.3037136197090149,7.217295205919072e-05,0
12.468420189019525,0.30873847007751465,6.952146213734522e-05,0
12.870585195116291,0.3177257478237152,6.551316619152203e-05,0
13.071690198165015,0.32386794686317444,6.356330413836986e-05,0
13.27279520121374,0.3288628160953522,6.170208507683128e-05,0
13.473900204262463,0.333896279335022,6.0181460867170244e-05,0
13.675005207311187,0.33891770243644714,5.885638893232681e-05,0
